Unnamed: 0,Vannkraftproduksjon 2019,Vannkraftproduksjon 2020,Vannkraftproduksjon 2021,Vannkraftproduksjon 2022,Vindkraftproduksjon 2019,Vindkraftproduksjon 2020,Vindkraftproduksjon 2021,Vindkraftproduksjon 2022,Import 2019,Import 2020,Import 2021,Import 2022,Eksport 2019,Eksport 2020,Eksport 2021,Eksport 2022,Nettoforbruk 2019,Nettoforbruk 2020,Nettoforbruk 2021,Nettoforbruk 2022
,126030,141590,143699,128749,5525,9911,11768,14810,12353,4496,8235,13270,12309,24968,25819,25792,126051,125806,131300,124534
